location,total_sqft,bath,bhk,price,price_per_sqft
Redmond,2750,1.75,6,750000,272.72727272727275
Kent,2050,2.5,4,331500,161.70731707317074
Snoqualmie,2230,3.0,4,460000,206.2780269058296
Auburn,2340,2.25,4,404950,173.05555555555554
Seattle,2870,2.5,3,880000,306.62020905923345
Sammamish,4120,2.5,4,863000,209.46601941747574
Bellevue,2080,1.75,3,638700,307.0673076923077
Redmond,1840,2.5,3,435000,236.41304347826087
Seattle,1180,1.0,3,260000,220.33898305084745
Seattle,2160,2.75,5,671500,310.8796296296296
Seattle,1180,1.0,3,610000,516.9491525423729
Carnation,1160,0.75,2,405000,349.13793103448273
Maple Valley,1830,2.5,4,338900,185.1912568306011
Sammamish,3200,4.0,4,720000,225.0
Seattle,2560,3.0,5,442000,172.65625
Seattle,2550,2.75,5,650000,254.90196078431373
Renton,1330,1.75,3,263500,198.1203007518797
Maple Valley,1220,1.0,2,300000,245.9016393442623
Auburn,1805,2.5,3,266000,147.3684210526316
Woodinville,6050,4.0,4,930000,153.71900826446281
Kenmore,2320,2.5,4,530000,228.44827586206895
Federal Way,1384,1.0,3,180000,130.05780346820808
Snoqualmie,2720,2.5,3,619000,227.5735294117647
Federal Way,1820,1.5,3,264000,145.05494505494505
Seattle,2130,2.25,2,730000,342.7230046948357
Kirkland,2060,2.25,4,439000,213.10679611650485
Kent,1420,1.75,4,268500,189.08450704225353
North Bend,1510,1.75,3,330000,218.5430463576159
Seattle,2160,2.5,3,640000,296.2962962962963
Sammamish,3180,2.5,3,900000,283.0188679245283
Maple Valley,2110,2.25,3,370000,175.35545023696682
Seattle,2060,2.0,3,685000,332.5242718446602
Redmond,1830,1.5,3,505000,275.95628415300547
Enumclaw,1820,1.75,3,265000,145.6043956043956
Renton,1610,2.5,3,290000,180.12422360248448
Maple Valley,1780,2.5,4,296000,166.2921348314607
Seattle,1840,2.5,4,360000,195.65217391304347
Seattle,1460,1.75,3,240500,164.72602739726028
Seattle,1400,2.5,2,372500,266.07142857142856
North Bend,3370,2.5,3,595000,176.55786350148367
Federal Way,3590,3.0,4,515000,143.4540389972145
Mercer Island,3200,2.25,4,1220000,381.25
Redmond,1670,1.75,2,507000,303.5928143712575
Auburn,2420,2.0,4,399950,165.26859504132233
Black Diamond,1430,1.75,3,185000,129.37062937062936
Redmond,1440,1.75,3,460000,319.44444444444446
Issaquah,1450,2.25,3,435500,300.3448275862069
Seattle,3550,2.75,4,469000,132.11267605633802
Seattle,1270,3.0,2,531000,418.1102362204724
Seattle,940,1.0,2,443500,471.8085106382979
Kent,1670,2.0,3,223000,133.53293413173654
Kenmore,3100,3.5,4,590000,190.32258064516128
Seattle,1100,2.5,2,340000,309.09090909090907
Seattle,1870,2.0,3,650000,347.5935828877005
Issaquah,1930,2.5,3,533600,276.47668393782385
Sammamish,2540,2.75,3,695000,273.62204724409446
Kent,1280,1.75,3,242000,189.0625
Seattle,1820,2.25,3,425000,233.5164835164835
Redmond,1490,2.25,3,525000,352.3489932885906
Issaquah,1880,2.5,3,485000,257.97872340425533
North Bend,1250,1.0,3,175000,140.0
Auburn,1440,2.0,3,210000,145.83333333333334
Kent,1920,2.5,3,260000,135.41666666666666
Seattle,2060,2.5,3,577000,280.09708737864077
Auburn,1210,1.5,3,200000,165.28925619834712
Seattle,1760,1.75,2,605000,343.75
Seattle,990,1.0,3,325000,328.2828282828283
Seattle,960,1.0,3,289500,301.5625
Seattle,1660,2.5,3,559950,337.3192771084337
Seattle,1900,1.75,3,1040000,547.3684210526316
Seattle,1270,2.25,3,543500,427.9527559055118
Kent,3250,2.25,4,480000,147.69230769230768
Enumclaw,960,1.0,3,218000,227.08333333333334
Seattle,1330,1.75,2,565000,424.812030075188
Renton,2080,1.75,3,426700,205.14423076923077
Kenmore,2690,2.5,3,650000,241.635687732342
Seattle,890,1.0,2,542000,608.9887640449438
Redmond,1070,1.75,3,415000,387.85046728971963
Auburn,1200,1.0,3,214000,178.33333333333334
Seattle,1360,1.5,3,245000,180.14705882352942
Federal Way,2050,2.0,3,314500,153.41463414634146
Seattle,3000,1.5,3,1120000,373.3333333333333
Seattle,1300,2.0,2,378000,290.7692307692308
Auburn,2250,2.5,4,305000,135.55555555555554
Kenmore,3740,2.75,5,595000,159.0909090909091
Seattle,1660,2.5,3,729500,439.4578313253012
Snoqualmie,2360,2.5,3,430000,182.20338983050848
Maple Valley,1760,1.75,3,240000,136.36363636363637
Seattle,1680,1.75,3,545000,324.4047619047619
Seattle,1320,1.75,3,530000,401.5151515151515
Seattle,870,1.0,1,157000,180.45977011494253
Seattle,1260,1.0,4,425000,337.3015873015873
Seattle,1000,1.0,3,220000,220.0
Woodinville,2020,1.75,4,521000,257.9207920792079
Seattle,1920,1.0,3,325000,169.27083333333334
Seattle,2150,2.0,3,597500,277.90697674418607
Snoqualmie,1470,2.5,3,337000,229.2517006802721
Redmond,3180,2.5,3,1000000,314.4654088050315
Kirkland,3930,2.5,3,3070000,781.1704834605598
Seattle,990,1.0,3,495000,500.0
Redmond,2770,3.5,4,748000,270.03610108303246
Bellevue,1250,1.5,3,888000,710.4
North Bend,1140,1.75,3,269900,236.75438596491227
Issaquah,2250,2.5,4,496500,220.66666666666666
Seattle,1640,2.5,3,475000,289.6341463414634
Seattle,1255,1.5,3,312000,248.60557768924303
Woodinville,1290,1.0,3,323000,250.3875968992248
Renton,1300,1.75,3,331000,254.6153846153846
Seattle,1220,1.5,3,306000,250.81967213114754
Seattle,2630,2.5,4,655000,249.0494296577947
Federal Way,1950,1.5,3,290000,148.71794871794873
Seattle,3160,3.25,4,1250000,395.56962025316454
Seattle,1550,1.75,3,460000,296.7741935483871
Seattle,1700,2.5,4,435000,255.88235294117646
Bellevue,2510,2.75,4,664000,264.54183266932273
Seattle,1800,1.75,4,865000,480.55555555555554
Renton,1800,1.75,3,385000,213.88888888888889
Kirkland,1870,2.25,3,497000,265.7754010695187
North Bend,1010,1.0,2,280000,277.2277227722772
Seattle,1120,1.5,2,188000,167.85714285714286
Seattle,2090,1.0,3,478500,228.94736842105263
Snoqualmie,4370,3.5,4,1150000,263.1578947368421
Federal Way,1440,2.0,3,222000,154.16666666666666
Redmond,2580,3.0,4,799000,309.68992248062017
Maple Valley,3190,2.5,4,609900,191.19122257053291
Seattle,2380,3.5,4,413000,173.52941176470588
Seattle,1420,1.0,4,400000,281.6901408450704
Bellevue,2990,2.75,5,802541,268.4083612040134
Federal Way,2680,2.5,3,320000,119.40298507462687
Snoqualmie,2730,2.5,4,507000,185.71428571428572
Seattle,1220,1.0,3,387500,317.62295081967216
Woodinville,1500,1.0,3,396000,264.0
Renton,1830,1.75,3,373000,203.82513661202185
Mercer Island,4570,2.5,5,1480000,323.8512035010941
Renton,2470,2.25,4,359900,145.7085020242915
Seattle,800,1.0,2,410000,512.5
Redmond,2900,2.5,4,690000,237.93103448275863
Kent,1410,2.0,3,245000,173.75886524822695
Sammamish,2830,2.5,5,700000,247.34982332155477
Seattle,1680,1.75,4,268000,159.52380952380952
Kent,1760,1.75,3,225000,127.8409090909091
Bellevue,2240,2.25,4,980000,437.5
Seattle,1380,1.0,2,795000,576.0869565217391
Seattle,820,1.0,2,195000,237.8048780487805
Bellevue,2180,2.0,4,480000,220.1834862385321
Seattle,1400,2.0,4,485000,346.42857142857144
Seattle,880,1.0,2,130000,147.72727272727272
Seattle,1060,1.0,2,325000,306.60377358490564
Kirkland,1530,1.75,3,440000,287.58169934640523
Seattle,2480,1.75,4,550000,221.7741935483871
Renton,1490,1.75,3,310000,208.05369127516778
Enumclaw,3660,2.5,3,530000,144.8087431693989
Kent,2340,2.5,4,390000,166.66666666666666
Auburn,1450,1.75,3,243000,167.58620689655172
Sammamish,2210,2.5,4,639000,289.14027149321265
Federal Way,1130,1.0,4,215000,190.26548672566372
Bothell,1550,1.75,5,405000,261.2903225806452
Kent,1710,1.75,4,250000,146.19883040935673
Seattle,1010,1.5,3,405500,401.48514851485146
Seattle,2660,2.25,6,452000,169.9248120300752
Seattle,2660,2.25,6,730000,274.43609022556393
Black Diamond,1300,2.0,3,267000,205.3846153846154
Maple Valley,1670,2.5,3,289950,173.62275449101796
Seattle,960,1.0,2,565000,588.5416666666666
Bellevue,4670,3.25,4,1580000,338.32976445396145
Redmond,2140,2.5,3,636000,297.196261682243
Seattle,2520,3.0,5,350000,138.88888888888889
Renton,1650,1.5,3,320000,193.93939393939394
Seattle,1440,1.75,2,210000,145.83333333333334
Seattle,1050,1.0,2,245000,233.33333333333334
Renton,1470,1.75,3,328000,223.12925170068027
Woodinville,4230,2.25,4,985000,232.86052009456264
Renton,1970,1.75,3,501000,254.31472081218274
North Bend,1540,2.25,3,315000,204.54545454545453
Duvall,2090,2.75,3,403000,192.82296650717703
Seattle,2380,2.0,3,550000,231.0924369747899
Kent,2156,2.5,4,347500,161.17810760667905
Renton,2070,2.25,4,365000,176.32850241545893
Seattle,1910,1.0,3,588000,307.85340314136124
Bellevue,1920,1.75,3,605000,315.1041666666667
Seattle,3400,3.25,3,1300000,382.3529411764706
Auburn,1400,2.0,3,233000,166.42857142857142
Kent,2210,2.5,4,360000,162.89592760180994
Seattle,1170,1.75,2,459000,392.3076923076923
Woodinville,2100,2.0,3,740000,352.3809523809524
Woodinville,1160,1.0,3,305000,262.9310344827586
Seattle,1500,1.0,3,395000,263.3333333333333
Bothell,2940,2.5,4,560000,190.47619047619048
Seattle,2010,1.75,4,650000,323.3830845771144
Kenmore,2170,2.5,3,449950,207.35023041474653
Seattle,1430,1.5,3,517500,361.8881118881119
Kirkland,1510,1.5,4,435000,288.0794701986755
Seattle,1150,1.0,3,329999,286.95565217391305
Seattle,2150,1.75,3,950000,441.86046511627904
Seattle,1370,1.0,3,447000,326.2773722627737
Redmond,2380,2.5,2,699800,294.03361344537814
Seattle,1370,1.75,3,850000,620.4379562043796
Federal Way,1600,1.75,3,316500,197.8125
Bellevue,3750,3.5,5,942500,251.33333333333334
Seattle,3950,2.25,2,1310000,331.6455696202532
Bellevue,2400,2.25,4,856600,356.9166666666667
Seattle,2830,1.5,5,405600,143.32155477031802
Redmond,2440,2.5,4,565000,231.55737704918033
Seattle,1190,2.25,3,400000,336.1344537815126
Duvall,1400,2.0,3,330000,235.71428571428572
Maple Valley,2730,2.75,4,374950,137.34432234432234
Renton,2390,2.75,3,405300,169.581589958159
Sammamish,2060,2.25,3,560000,271.84466019417476
Bellevue,2490,2.25,4,824000,330.9236947791165
Kent,1100,1.75,3,260000,236.36363636363637
Seattle,2430,2.5,4,760000,312.75720164609055
Federal Way,3170,2.5,3,405000,127.7602523659306
Renton,2640,2.5,4,429900,162.8409090909091
Renton,1130,1.5,3,341500,302.21238938053096
Seattle,1940,2.0,5,465250,239.81958762886597
Seattle,1100,2.0,2,450000,409.09090909090907
Bellevue,1200,1.0,3,390000,325.0
Bellevue,2000,2.25,3,420000,210.0
Seattle,1890,2.5,3,269950,142.83068783068782
Seattle,1910,2.0,4,493000,258.1151832460733
Auburn,2710,2.5,4,370000,136.53136531365314
Seattle,4860,4.25,5,2250000,462.962962962963
Renton,1250,1.0,3,305000,244.0
Kirkland,1590,1.75,3,400000,251.57232704402514
Seattle,1240,1.5,3,320000,258.06451612903226
Seattle,2000,1.0,4,715000,357.5
Bellevue,3610,2.75,6,650000,180.05540166204986
Federal Way,1930,1.75,5,218000,112.95336787564767
Seattle,1280,1.0,2,500000,390.625
Issaquah,2090,2.0,4,460000,220.0956937799043
Federal Way,1940,1.5,3,232500,119.84536082474227
Seattle,1800,2.5,3,408200,226.77777777777777
Redmond,1730,1.75,3,522000,301.73410404624275
Sammamish,2810,2.5,4,675000,240.2135231316726
Bellevue,3550,3.5,4,1360000,383.09859154929575
Seattle,1330,1.0,4,249950,187.93233082706766
Seattle,750,1.0,2,210000,280.0
Seattle,1760,1.0,4,429950,244.28977272727272
Redmond,3200,2.5,4,737500,230.46875
Kirkland,1740,2.0,4,710000,408.04597701149424
Snoqualmie,2100,2.5,3,470000,223.8095238095238
Woodinville,4270,3.5,4,1100000,257.6112412177986
Seattle,1340,2.0,3,650000,485.07462686567163
Bellevue,3190,2.5,4,1220000,382.44514106583074
Kirkland,1630,2.5,3,422120,258.96932515337426
Bothell,2990,2.5,5,625000,209.03010033444815
Seattle,1550,1.0,4,385200,248.51612903225808
Issaquah,1690,2.25,3,500000,295.85798816568047
Kent,1960,2.25,4,308000,157.14285714285714
Bellevue,2390,2.75,3,565000,236.40167364016736
Redmond,2600,2.5,3,581000,223.46153846153845
Kent,1950,2.0,3,361000,185.12820512820514
Bellevue,1250,1.0,3,345000,276.0
Seattle,1180,2.25,2,419000,355.08474576271186
Renton,1680,2.5,3,347000,206.54761904761904
Sammamish,2220,2.25,4,625000,281.5315315315315
Mercer Island,4890,4.25,4,2400000,490.79754601226995
Black Diamond,2660,3.25,3,379000,142.4812030075188
Issaquah,1150,1.5,3,310000,269.5652173913044
Kent,1130,2.0,2,250000,221.23893805309734
Renton,2760,2.75,5,682000,247.1014492753623
Enumclaw,1430,2.0,3,246500,172.37762237762237
Auburn,1490,1.0,3,325000,218.1208053691275
Kent,2030,2.5,4,310950,153.17733990147784
Seattle,3010,2.0,3,1100000,365.4485049833887
Seattle,1810,1.0,3,287500,158.83977900552486
Seattle,1810,1.0,3,431000,238.12154696132598
Seattle,970,1.0,3,226000,232.98969072164948
Seattle,2010,1.75,3,825000,410.44776119402985
Seattle,1300,1.0,4,175000,134.6153846153846
Bellevue,1260,1.5,3,465750,369.64285714285717
Sammamish,2610,2.25,4,659000,252.4904214559387
Seattle,1910,1.75,3,595000,311.5183246073298
Renton,1780,2.25,3,350000,196.62921348314606
Federal Way,1900,2.25,4,270000,142.10526315789474
Bellevue,2450,2.25,6,662500,270.40816326530614
Auburn,1380,1.75,3,249900,181.08695652173913
Federal Way,1920,1.75,3,324500,169.01041666666666
Redmond,1350,1.75,2,430000,318.51851851851853
Redmond,1350,1.75,2,419950,311.0740740740741
Kent,2510,1.75,4,285000,113.54581673306772
Auburn,2470,2.5,4,332000,134.41295546558703
Seattle,1660,1.75,4,282000,169.87951807228916
Seattle,1340,1.0,3,320000,238.80597014925374
Bellevue,1620,1.0,3,428750,264.6604938271605
Enumclaw,2300,2.25,3,330000,143.47826086956522
Seattle,2000,3.5,4,456500,228.25
Renton,1640,2.25,3,352000,214.6341463414634
Seattle,1530,2.0,4,664000,433.98692810457516
Bothell,4000,1.75,3,628000,157.0
Redmond,1610,1.75,3,512000,318.0124223602484
Federal Way,2070,2.0,3,254000,122.70531400966183
Issaquah,1900,2.5,4,535800,282.0
Maple Valley,1050,1.0,3,287653,273.9552380952381
Seattle,1520,2.5,3,438000,288.1578947368421
Kenmore,2390,1.75,4,450000,188.2845188284519
Auburn,2400,2.75,5,327000,136.25
Renton,1790,2.5,4,370500,206.9832402234637
Maple Valley,1720,2.5,3,265000,154.06976744186048
Renton,2980,2.75,4,450000,151.00671140939596
Issaquah,1520,1.0,3,425000,279.60526315789474
Kent,1150,1.75,3,166600,144.8695652173913
Seattle,380,0.75,1,245000,644.7368421052631
Seattle,910,1.0,3,565000,620.8791208791209
Kirkland,1650,1.75,3,539900,327.2121212121212
Seattle,2480,3.5,3,910000,366.93548387096774
Auburn,2050,2.5,4,280000,136.58536585365854
Maple Valley,1420,2.25,3,275000,193.66197183098592
Renton,3460,2.5,3,467000,134.97109826589596
Issaquah,1500,2.5,3,457500,305.0
Seattle,1320,1.0,2,381156,288.75454545454545
Auburn,2180,2.5,5,289999,133.0270642201835
Seattle,1830,1.75,3,642450,351.0655737704918
Bellevue,1620,2.25,3,469950,290.0925925925926
Kirkland,2920,2.0,3,795000,272.26027397260276
Sammamish,3300,2.5,4,785000,237.87878787878788
Bellevue,3060,2.25,3,860000,281.0457516339869
Seattle,3064,0.0,0,1100000,359.0078328981723
Kent,1530,1.0,3,147500,96.40522875816994
Bothell,1910,2.0,3,390000,204.18848167539267
Seattle,1020,1.0,3,229000,224.50980392156862
Seattle,1150,1.0,3,185000,160.8695652173913
Seattle,1260,1.5,3,414900,329.2857142857143
Seattle,1920,2.0,4,200000,104.16666666666667
Auburn,1800,2.25,4,225000,125.0
Seattle,2040,1.75,3,720000,352.94117647058823
Seattle,2200,2.5,4,930000,422.72727272727275
Bellevue,3200,2.5,5,1270000,396.875
Seattle,2400,3.25,5,700000,291.6666666666667
Seattle,1140,1.5,2,466000,408.7719298245614
Bothell,1330,1.5,3,374000,281.203007518797
Woodinville,1940,2.5,3,480000,247.42268041237114
Redmond,3000,2.5,3,740000,246.66666666666666
Seattle,1820,1.0,4,1010000,554.945054945055
Kent,2910,2.5,4,395000,135.73883161512026
Seattle,1090,1.0,2,340000,311.92660550458714
Seattle,1230,2.0,3,209000,169.91869918699186
Bellevue,1710,2.5,5,431650,252.42690058479533
Mercer Island,3160,2.5,5,980000,310.126582278481
Woodinville,2680,2.5,3,660000,246.26865671641792
Kirkland,2190,2.25,4,730000,333.3333333333333
Kent,1260,1.75,3,291500,231.34920634920636
Mercer Island,2970,3.5,4,905000,304.71380471380473
Woodinville,2570,2.5,4,800000,311.284046692607
Renton,3810,3.5,4,839900,220.4461942257218
Seattle,1010,1.5,1,200000,198.01980198019803
Renton,1480,2.0,3,300000,202.7027027027027
Seattle,1250,1.75,3,530000,424.0
Maple Valley,1654,2.25,3,314950,190.41717049576783
Kent,1410,1.75,3,255000,180.85106382978722
Seattle,2160,2.75,5,550000,254.62962962962962
Seattle,1400,1.0,3,435000,310.7142857142857
Auburn,1420,1.75,3,234000,164.7887323943662
Redmond,2500,2.25,4,615000,246.0
Auburn,1410,2.0,3,205000,145.39007092198582
Seattle,2100,1.75,4,384000,182.85714285714286
Renton,1750,2.5,3,324000,185.14285714285714
Seattle,2070,1.75,3,645000,311.59420289855075
Seattle,1570,3.25,3,570000,363.05732484076435
Kent,1920,2.5,3,324000,168.75
Seattle,1000,1.0,2,270000,270.0
Renton,2120,1.5,5,290000,136.79245283018867
Seattle,1440,2.0,3,250000,173.61111111111111
Carnation,1660,1.75,3,342000,206.02409638554218
Seattle,1340,1.5,3,255000,190.29850746268656
Mercer Island,2380,2.25,3,800000,336.1344537815126
Seattle,1560,1.75,3,451000,289.1025641025641
Kirkland,2780,2.5,4,990000,356.1151079136691
Kent,1860,2.5,4,288400,155.05376344086022
Seattle,2390,1.5,3,420000,175.73221757322176
Seattle,1370,2.75,2,359000,262.04379562043795
Renton,2570,3.0,4,390000,151.75097276264592
Seattle,1320,2.5,3,300000,227.27272727272728
Kirkland,2520,2.5,5,545000,216.26984126984127
Black Diamond,1250,1.0,3,288349,230.6792
Auburn,1560,2.25,3,299900,192.24358974358975
Seattle,2330,2.0,4,891000,382.40343347639487
Seattle,3660,2.0,3,1200000,327.8688524590164
Maple Valley,2790,2.5,4,378000,135.48387096774192
Seattle,1060,1.0,2,299995,283.0141509433962
Kent,2020,2.5,3,253000,125.24752475247524
Fall City,1580,2.25,3,350000,221.51898734177215
Seattle,2020,3.0,4,565000,279.7029702970297
Seattle,970,1.0,2,315000,324.74226804123714
Seattle,1490,3.0,4,570000,382.5503355704698
Seattle,4390,3.5,5,971000,221.18451025056947
Seattle,2750,2.5,5,915000,332.72727272727275
Seattle,2150,1.5,4,419000,194.88372093023256
Federal Way,1810,1.75,4,260000,143.646408839779
Bellevue,2230,3.0,3,1320000,591.9282511210762
North Bend,2430,1.0,3,369950,152.24279835390948
Bellevue,3680,2.5,3,1030000,279.89130434782606
Seattle,1410,1.0,5,435000,308.51063829787233
Seattle,1330,1.75,3,601000,451.8796992481203
Kirkland,1490,1.0,3,460500,309.06040268456377
Seattle,2020,2.5,3,720000,356.43564356435644
Sammamish,3130,2.5,4,851000,271.8849840255591
Seattle,2670,3.0,4,550000,205.99250936329588
Seattle,1980,1.0,4,700000,353.5353535353535
Kent,2100,1.75,3,323000,153.8095238095238
Seattle,1350,1.0,3,345500,255.92592592592592
Seattle,2140,1.5,4,378000,176.6355140186916
Seattle,2208,2.0,4,650000,294.3840579710145
Sammamish,1010,2.0,3,385000,381.18811881188117
Seattle,970,1.0,2,425000,438.1443298969072
Enumclaw,1520,2.0,4,210000,138.1578947368421
Woodinville,2740,2.5,4,630000,229.92700729927006
Seattle,1570,1.75,3,335000,213.37579617834396
Auburn,1320,1.0,3,196500,148.86363636363637
Sammamish,2550,2.75,4,582800,228.54901960784315
Kirkland,1560,1.75,3,440000,282.05128205128204
Kirkland,2360,2.25,4,752500,318.85593220338984
Seattle,1330,1.75,3,532500,400.37593984962405
Seattle,1070,1.0,3,265000,247.66355140186917
Seattle,1510,1.25,3,397500,263.2450331125828
Issaquah,1710,2.5,3,524250,306.57894736842104
Issaquah,2790,2.75,4,765000,274.19354838709677
Sammamish,2620,2.5,4,648000,247.32824427480915
Kent,2970,2.5,5,469500,158.08080808080808
Federal Way,1050,1.75,3,237500,226.1904761904762
Federal Way,1280,1.0,3,216000,168.75
Renton,1030,1.0,3,427200,414.75728155339806
Renton,1900,2.25,3,280000,147.3684210526316
Bellevue,3070,3.0,5,718000,233.87622149837134
Snoqualmie,1760,2.75,2,420000,238.63636363636363
Seattle,930,1.0,2,379000,407.5268817204301
Seattle,880,1.0,2,326100,370.5681818181818
Seattle,1360,2.5,3,535000,393.38235294117646
