location,total_sqft,bath,bhk,floors,zipcode,price
Federal Way,2050,2,3,1,98003,314500
Seattle,3000,1.5,3,2,98116,1120000
Seattle,1300,2,2,1,98136,378000
Auburn,2250,2.5,4,1,98001,305000
Kenmore,3740,2.75,5,1,98028,595000
Seattle,1660,2.5,3,3,98116,729500
Snoqualmie,2360,2.5,3,2,98065,430000
Maple Valley,1760,1.75,3,1,98038,240000
Seattle,1680,1.75,3,1.5,98136,545000
Seattle,1320,1.75,3,1,98105,530000
Seattle,870,1,1,1,98198,157000
Seattle,1260,1,4,1.5,98146,425000
Seattle,1000,1,3,1,98166,220000
Woodinville,2020,1.75,4,1,98077,521000
Seattle,1920,1,3,1,98118,325000
Seattle,2150,2,3,1.5,98126,597500
Snoqualmie,1470,2.5,3,2,98065,337000
Redmond,3180,2.5,3,2,98052,1000000
Kirkland,3930,2.5,3,1,98034,3070000
Seattle,990,1,3,1,98105,495000
Redmond,2770,3.5,4,2,98052,748000
Bellevue,1250,1.5,3,1,98004,888000
North Bend,1140,1.75,3,1,98045,269900
Issaquah,2250,2.5,4,1,98027,496500
Seattle,1640,2.5,3,2,98155,475000
Seattle,1255,1.5,3,3,98125,312000
Woodinville,1290,1,3,1,98072,323000
Renton,1300,1.75,3,1,98059,331000
Seattle,1220,1.5,3,3,98133,306000
Seattle,2630,2.5,4,3,98117,655000
Federal Way,1950,1.5,3,1,98003,290000
Seattle,3160,3.25,4,2,98105,1250000
Seattle,1550,1.75,3,1,98115,460000
Seattle,1700,2.5,4,1,98115,435000
Bellevue,2510,2.75,4,1,98006,664000
Seattle,1800,1.75,4,2,98102,865000
Renton,1800,1.75,3,1,98058,385000
Kirkland,1870,2.25,3,1,98034,497000
North Bend,1010,1,2,1,98045,280000
Seattle,1120,1.5,2,1,98178,188000
Seattle,2090,1,3,1,98136,478500
Snoqualmie,4370,3.5,4,2,98065,1150000
Federal Way,1440,2,3,1,98023,222000
Redmond,2580,3,4,2,98053,799000
Maple Valley,3190,2.5,4,2,98038,609900
Seattle,2380,3.5,4,2,98106,413000
Seattle,1420,1,4,1.5,98115,400000
Bellevue,2990,2.75,5,2,98006,802541
Federal Way,2680,2.5,3,2,98023,320000
Snoqualmie,2730,2.5,4,2,98065,507000
Seattle,1220,1,3,1,98115,387500
Woodinville,1500,1,3,1,98072,396000
Renton,1830,1.75,3,1,98055,373000
Mercer Island,4570,2.5,5,2,98040,1480000
Renton,2470,2.25,4,2,98058,359900
Seattle,800,1,2,1,98115,410000
Redmond,2900,2.5,4,2,98053,690000
Kent,1410,2,3,1,98030,245000
Sammamish,2830,2.5,5,1,98075,700000
Seattle,1680,1.75,4,1,98198,268000
Kent,1760,1.75,3,1,98042,225000
Bellevue,2240,2.25,4,2,98004,980000
Seattle,1380,1,2,1.5,98106,795000
Seattle,820,1,2,1,98118,195000
Bellevue,2180,2,4,1,98005,480000
Seattle,1400,2,4,1,98119,485000
Seattle,880,1,2,1,98188,130000
Seattle,1060,1,2,1,98198,325000
Kirkland,1530,1.75,3,1,98034,440000
Seattle,2480,1.75,4,1,98155,550000
Renton,1490,1.75,3,1,98059,310000
Enumclaw,3660,2.5,3,2,98022,530000
Kent,2340,2.5,4,2,98031,390000
Auburn,1450,1.75,3,1,98001,243000
Sammamish,2210,2.5,4,2,98074,639000
Federal Way,1130,1,4,1,98003,215000
Bothell,1550,1.75,5,1,98011,405000
Kent,1710,1.75,4,1,98032,250000
Seattle,1010,1.5,3,1,98155,405500
Seattle,2660,2.25,6,2,98125,452000
Seattle,2660,2.25,6,2,98125,730000
Black Diamond,1300,2,3,1,98010,267000
Maple Valley,1670,2.5,3,2,98038,289950
Seattle,960,1,2,1,98103,565000
Bellevue,4670,3.25,4,2,98005,1580000
Redmond,2140,2.5,3,2,98052,636000
Seattle,2520,3,5,1,98178,350000
Renton,1650,1.5,3,1,98058,320000
Seattle,1440,1.75,2,1,98198,210000
Seattle,1050,1,2,1,98126,245000
Renton,1470,1.75,3,1,98059,328000
Woodinville,4230,2.25,4,2,98077,985000
Renton,1970,1.75,3,1,98055,501000
North Bend,1540,2.25,3,2,98045,315000
Duvall,2090,2.75,3,2,98019,403000
Seattle,2380,2,3,2,98155,550000
Kent,2156,2.5,4,2,98030,347500
Renton,2070,2.25,4,2,98058,365000
Seattle,1910,1,3,1,98117,588000
Bellevue,1920,1.75,3,1,98006,605000
Seattle,3400,3.25,3,2,98105,1300000
Auburn,1400,2,3,1,98001,233000
Kent,2210,2.5,4,2,98030,360000
Seattle,1170,1.75,2,1,98117,459000
Woodinville,2100,2,3,1,98077,740000
Woodinville,1160,1,3,1,98077,305000
Seattle,1500,1,3,1,98117,395000
Bothell,2940,2.5,4,2,98011,560000
Seattle,2010,1.75,4,1,98116,650000
Kenmore,2170,2.5,3,2,98028,449950
Seattle,1430,1.5,3,1,98117,517500
Kirkland,1510,1.5,4,1,98034,435000
Seattle,1150,1,3,1,98155,329999
Seattle,2150,1.75,3,1,98116,950000
Seattle,1370,1,3,1,98108,447000
Redmond,2380,2.5,2,1,98053,699800
Seattle,1370,1.75,3,1,98112,850000
Federal Way,1600,1.75,3,1,98023,316500
Bellevue,3750,3.5,5,1,98006,942500
Seattle,3950,2.25,2,2,98116,1310000
Bellevue,2400,2.25,4,1,98005,856600
Seattle,2830,1.5,5,2.5,98118,405600
Redmond,2440,2.5,4,2,98053,565000
Seattle,1190,2.25,3,2,98116,400000
Duvall,1400,2,3,1,98019,330000
Maple Valley,2730,2.75,4,2,98038,374950
Renton,2390,2.75,3,1,98056,405300
Sammamish,2060,2.25,3,2,98074,560000
Bellevue,2490,2.25,4,1,98004,824000
Kent,1100,1.75,3,1,98042,260000
Seattle,2430,2.5,4,1,98115,760000
Federal Way,3170,2.5,3,2,98023,405000
Renton,2640,2.5,4,2,98058,429900
Renton,1130,1.5,3,1,98056,341500
Seattle,1940,2,5,1.5,98177,465250
Seattle,1100,2,2,1.5,98117,450000
Bellevue,1200,1,3,1,98006,390000
Bellevue,2000,2.25,3,1,98008,420000
Seattle,1890,2.5,3,2,98168,269950
Seattle,1910,2,4,1,98122,493000
Auburn,2710,2.5,4,2,98092,370000
Seattle,4860,4.25,5,1.5,98112,2250000
Renton,1250,1,3,1,98059,305000
Kirkland,1590,1.75,3,1.5,98034,400000
Seattle,1240,1.5,3,2,98133,320000
Seattle,2000,1,4,2,98103,715000
Bellevue,3610,2.75,6,1.5,98008,650000
Federal Way,1930,1.75,5,1,98023,218000
Seattle,1280,1,2,1,98117,500000
Issaquah,2090,2,4,1,98027,460000
Federal Way,1940,1.5,3,1,98003,232500
Seattle,1800,2.5,3,2,98106,408200
Redmond,1730,1.75,3,1,98052,522000
Sammamish,2810,2.5,4,2,98074,675000
Bellevue,3550,3.5,4,1,98006,1360000
Seattle,1330,1,4,1.5,98168,249950
Seattle,750,1,2,1,98168,210000
Seattle,1760,1,4,1,98133,429950
Redmond,3200,2.5,4,2,98053,737500
Kirkland,1740,2,4,1,98033,710000
Snoqualmie,2100,2.5,3,2,98065,470000
Woodinville,4270,3.5,4,1,98077,1100000
Seattle,1340,2,3,1.5,98103,650000
Bellevue,3190,2.5,4,1,98006,1220000
Kirkland,1630,2.5,3,2,98034,422120
Bothell,2990,2.5,5,2,98011,625000
Seattle,1550,1,4,1.5,98126,385200
Issaquah,1690,2.25,3,2,98029,500000
Kent,1960,2.25,4,2,98042,308000
Bellevue,2390,2.75,3,1,98006,565000
Redmond,2600,2.5,3,2,98053,581000
Kent,1950,2,3,1,98042,361000
Bellevue,1250,1,3,1,98008,345000
Seattle,1180,2.25,2,2,98122,419000
Renton,1680,2.5,3,2,98056,347000
Sammamish,2220,2.25,4,2,98075,625000
Mercer Island,4890,4.25,4,2,98040,2400000
Black Diamond,2660,3.25,3,2.5,98010,379000
Issaquah,1150,1.5,3,2,98029,310000
Kent,1130,2,2,1,98030,250000
Renton,2760,2.75,5,2,98059,682000
Enumclaw,1430,2,3,1,98022,246500
Auburn,1490,1,3,1.5,98092,325000
Kent,2030,2.5,4,2,98031,310950
Seattle,3010,2,3,2,98199,1100000
Seattle,1810,1,3,1,98133,287500
Seattle,1810,1,3,1,98133,431000
Seattle,970,1,3,1,98118,226000
Seattle,2010,1.75,3,1.5,98103,825000
Seattle,1300,1,4,1.5,98168,175000
Bellevue,1260,1.5,3,1,98008,465750
Sammamish,2610,2.25,4,2,98075,659000
Seattle,1910,1.75,3,1,98115,595000
Renton,1780,2.25,3,2,98058,350000
Federal Way,1900,2.25,4,1,98023,270000
Bellevue,2450,2.25,6,1,98008,662500
Auburn,1380,1.75,3,1,98001,249900
Federal Way,1920,1.75,3,1,98023,324500
Redmond,1350,1.75,2,1,98053,430000
Redmond,1350,1.75,2,1,98053,419950
Kent,2510,1.75,4,1,98032,285000
Auburn,2470,2.5,4,2,98092,332000
Seattle,1660,1.75,4,1,98168,282000
Seattle,1340,1,3,1,98133,320000
Bellevue,1620,1,3,1.5,98006,428750
Enumclaw,2300,2.25,3,2,98022,330000
Seattle,2000,3.5,4,3,98177,456500
Renton,1640,2.25,3,1,98059,352000
Seattle,1530,2,4,1.5,98105,664000
Bothell,4000,1.75,3,1,98011,628000
Redmond,1610,1.75,3,1,98052,512000
Federal Way,2070,2,3,1,98023,254000
Issaquah,1900,2.5,4,2,98029,535800
Maple Valley,1050,1,3,1,98038,287653
Seattle,1520,2.5,3,2,98136,438000
Kenmore,2390,1.75,4,1,98028,450000
Auburn,2400,2.75,5,2,98092,327000
Renton,1790,2.5,4,2,98059,370500
Maple Valley,1720,2.5,3,2,98038,265000
Renton,2980,2.75,4,1,98056,450000
Issaquah,1520,1,3,1.5,98027,425000
Kent,1150,1.75,3,1,98042,166600
Seattle,380,0.75,1,1,98168,245000
Seattle,910,1,3,1,98115,565000
Kirkland,1650,1.75,3,1,98033,539900
Seattle,2480,3.5,3,2,98144,910000
Auburn,2050,2.5,4,2,98092,280000
Maple Valley,1420,2.25,3,2,98038,275000
Renton,3460,2.5,3,2,98056,467000
Issaquah,1500,2.5,3,2,98029,457500
Seattle,1320,1,2,1,98118,381156
Auburn,2180,2.5,5,1,98092,289999
Seattle,1830,1.75,3,1,98144,642450
Bellevue,1620,2.25,3,1,98007,469950
Kirkland,2920,2,3,1,98033,795000
Sammamish,3300,2.5,4,2,98074,785000
Bellevue,3060,2.25,3,2,98006,860000
Seattle,3064,0,0,3.5,98102,1100000
Kent,1530,1,3,1,98031,147500
Bothell,1910,2,3,1,98011,390000
Seattle,1020,1,3,1,98198,229000
Seattle,1150,1,3,1,98168,185000
Seattle,1260,1.5,3,1,98115,414900
Seattle,1920,2,4,1,98136,200000
Auburn,1800,2.25,4,1,98092,225000
Seattle,2040,1.75,3,2,98105,720000
Seattle,2200,2.5,4,2,98119,930000
Bellevue,3200,2.5,5,1,98004,1270000
Seattle,2400,3.25,5,2,98122,700000
Seattle,1140,1.5,2,3,98103,466000
Bothell,1330,1.5,3,1,98011,374000
Woodinville,1940,2.5,3,2,98072,480000
Redmond,3000,2.5,3,2,98053,740000
Seattle,1820,1,4,1.5,98102,1010000
Kent,2910,2.5,4,2,98042,395000
Seattle,1090,1,2,1,98106,340000
Seattle,1230,2,3,2,98106,209000
Bellevue,1710,2.5,5,1.5,98007,431650
Mercer Island,3160,2.5,5,1,98040,980000
Woodinville,2680,2.5,3,2,98077,660000
Kirkland,2190,2.25,4,2,98033,730000
Kent,1260,1.75,3,1,98042,291500
Mercer Island,2970,3.5,4,2,98040,905000
Woodinville,2570,2.5,4,1.5,98077,800000
Renton,3810,3.5,4,1,98056,839900
Seattle,1010,1.5,1,2,98126,200000
Renton,1480,2,3,1,98058,300000
Seattle,1250,1.75,3,1.5,98115,530000
Maple Valley,1654,2.25,3,2,98038,314950
Kent,1410,1.75,3,1,98031,255000
Seattle,2160,2.75,5,1,98144,550000
Seattle,1400,1,3,1,98136,435000
Auburn,1420,1.75,3,1,98002,234000
Redmond,2500,2.25,4,1,98052,615000
Auburn,1410,2,3,1,98001,205000
Seattle,2100,1.75,4,1,98106,384000
Renton,1750,2.5,3,2,98055,324000
Seattle,2070,1.75,3,1,98115,645000
Seattle,1570,3.25,3,2,98107,570000
Kent,1920,2.5,3,2,98031,324000
Seattle,1000,1,2,1,98106,270000
Renton,2120,1.5,5,1.5,98058,290000
Seattle,1440,2,3,1,98198,250000
Carnation,1660,1.75,3,2,98014,342000
Seattle,1340,1.5,3,1,98188,255000
Mercer Island,2380,2.25,3,1,98040,800000
Seattle,1560,1.75,3,1.5,98126,451000
Kirkland,2780,2.5,4,1,98033,990000
Kent,1860,2.5,4,1,98031,288400
Seattle,2390,1.5,3,2,98118,420000
Seattle,1370,2.75,2,2,98133,359000
Renton,2570,3,4,1,98058,390000
Seattle,1320,2.5,3,2,98118,300000
Kirkland,2520,2.5,5,1,98034,545000
Black Diamond,1250,1,3,1,98010,288349
Auburn,1560,2.25,3,1,98092,299900
Seattle,2330,2,4,1.5,98117,891000
Seattle,3660,2,3,1,98117,1200000
Maple Valley,2790,2.5,4,2,98038,378000
Seattle,1060,1,2,1,98155,299995
Kent,2020,2.5,3,1,98042,253000
Fall City,1580,2.25,3,1,98024,350000
Seattle,2020,3,4,1.5,98107,565000
Seattle,970,1,2,1,98118,315000
Seattle,1490,3,4,1.5,98136,570000
Seattle,4390,3.5,5,2,98125,971000
Seattle,2750,2.5,5,1.5,98112,915000
Seattle,2150,1.5,4,1,98166,419000
Federal Way,1810,1.75,4,1,98023,260000
Bellevue,2230,3,3,2,98004,1320000
North Bend,2430,1,3,1,98045,369950
Bellevue,3680,2.5,3,2,98006,1030000
Seattle,1410,1,5,1.5,98118,435000
Seattle,1330,1.75,3,1,98125,601000
Kirkland,1490,1,3,1,98033,460500
Seattle,2020,2.5,3,3,98103,720000
Sammamish,3130,2.5,4,2,98075,851000
Seattle,2670,3,4,2,98126,550000
Seattle,1980,1,4,1.5,98103,700000
Kent,2100,1.75,3,1,98042,323000
Seattle,1350,1,3,1,98177,345500
Seattle,2140,1.5,4,1,98118,378000
Seattle,2208,2,4,3,98116,650000
Sammamish,1010,2,3,1,98074,385000
Seattle,970,1,2,1,98102,425000
Enumclaw,1520,2,4,1.5,98022,210000
Woodinville,2740,2.5,4,2,98077,630000
Seattle,1570,1.75,3,1,98146,335000
Auburn,1320,1,3,1,98001,196500
Sammamish,2550,2.75,4,1,98074,582800
Kirkland,1560,1.75,3,1,98034,440000
Kirkland,2360,2.25,4,2,98033,752500
Seattle,1330,1.75,3,2,98116,532500
Seattle,1070,1,3,1,98198,265000
Seattle,1510,1.25,3,1,98125,397500
Issaquah,1710,2.5,3,2,98029,524250
Issaquah,2790,2.75,4,2,98027,765000
Sammamish,2620,2.5,4,2,98074,648000
Kent,2970,2.5,5,1,98031,469500
Federal Way,1050,1.75,3,1,98023,237500
Federal Way,1280,1,3,1,98003,216000
Renton,1030,1,3,1,98056,427200
Renton,1900,2.25,3,1,98055,280000
Bellevue,3070,3,5,1,98006,718000
Snoqualmie,1760,2.75,2,2,98065,420000
Seattle,930,1,2,1,98117,379000
Seattle,880,1,2,1,98177,326100
Seattle,1360,2.5,3,3,98115,535000
Enumclaw,2130,2.75,4,1,98022,283000
Seattle,1480,1,3,1.5,98168,260000
Seattle,1500,1,4,1.5,98126,399000
Issaquah,1670,2.25,3,2,98029,484950
Bellevue,2060,1.75,4,1,98005,640000
Seattle,2160,2.5,4,1,98115,585000
Seattle,2780,2,4,1,98125,645000
Federal Way,1490,2,3,1,98003,253000
Seattle,740,1,2,1,98146,178500
Maple Valley,1860,2.5,4,2,98038,291000
Auburn,1590,2.75,2,1.5,98001,199950
Seattle,850,1,2,1,98105,553500
Maple Valley,1030,1,2,1,98038,189950
Auburn,1850,2,3,1,98001,289000
Seattle,1830,2,4,2,98105,700000
Renton,1560,2,3,1,98058,270000
Federal Way,1730,1.75,4,1,98023,258000
Seattle,1930,2.5,3,2,98125,530000
Auburn,1422,2.25,3,2,98092,245000
Seattle,1380,2,3,1.5,98117,563000
Snoqualmie,2430,2.5,3,2,98065,515000
Federal Way,2610,2.5,4,2,98023,325000
Fall City,2000,2.25,3,2,98024,540000
Seattle,920,1,2,1,98103,280300
Seattle,1750,1.75,4,1.5,98117,460000
Woodinville,2020,1.75,3,1,98072,475000
Bellevue,2460,2.25,4,1,98007,900000
Bellevue,1780,3,4,1,98008,538200
Seattle,1080,1,2,1,98122,429000
Seattle,1250,1,3,1,98178,164808
Redmond,1870,2.25,4,2,98052,520000
Seattle,1700,1.75,3,1,98125,475000
Seattle,1480,1.5,4,1,98168,283000
Kent,1930,2.5,4,2,98030,321500
Woodinville,3130,2.75,4,2,98077,840000
Maple Valley,1370,2.25,3,2,98038,287000
Redmond,960,1.75,3,1,98052,375000
Kirkland,1260,1.75,3,1,98034,349500
Seattle,1480,1.5,3,1,98126,446450
Kent,1930,2.5,4,2,98031,315000
Seattle,870,1,2,1.5,98144,271310
Seattle,1300,1,4,1.5,98133,315000
Kent,1490,1.75,3,1,98030,245000
Seattle,1380,1,2,1,98199,543115
Seattle,1190,2,4,1.5,98117,900000
Seattle,4250,4.25,4,2,98144,2450000
Redmond,1920,2,2,1,98053,554000
Auburn,2080,1.75,3,1,98001,249900
Bellevue,3220,2.5,3,2,98006,768000
Seattle,3680,3,4,1,98199,980000
Seattle,2070,2.5,5,1,98146,395000
Seattle,1480,1.75,3,2,98103,415000
Maple Valley,2000,2.5,4,2,98038,380000
Sammamish,1560,2.5,3,2,98075,566000
Auburn,1600,1,2,1,98002,218500
Redmond,1940,2.5,4,1,98052,550000
Seattle,1540,1.75,3,1,98117,512031
Renton,820,1,2,1,98055,197500
Kirkland,1780,2.25,3,1,98033,470000
Redmond,1560,1.75,3,1,98053,590000
Bothell,2210,2.25,4,1,98011,465000
Issaquah,2040,1.75,2,1,98027,499000
Bellevue,1920,2.25,3,1,98006,515000
Seattle,1930,1.75,3,1,98105,716500
Seattle,1700,2,3,1,98199,410000
Seattle,3450,3.25,4,2,98136,850000
Kirkland,3440,3.25,4,2,98033,1050000
Sammamish,2380,2.5,4,2,98075,648000
Seattle,2400,2.25,4,1.5,98117,620000
Black Diamond,5670,4.5,4,2,98010,935000
Kirkland,1140,1,3,1,98034,379000
Seattle,1670,1.75,3,1,98199,699000
Seattle,1910,2.25,4,1,98125,528000
Renton,1560,1.75,3,1,98056,425000
Kent,1500,1.75,2,1,98042,249500
Redmond,4475,3.25,5,2,98053,1040000
Seattle,2840,2.75,4,1,98136,790000
Issaquah,1020,1,3,1,98027,399950
Seattle,1410,1.5,3,1,98133,275000
Seattle,1520,1,3,1.5,98109,550000
Renton,730,1,1,1,98055,140000
Seattle,1190,1,3,1,98108,250000
Seattle,1410,2.25,3,2,98198,318000
Sammamish,1240,1,2,1,98075,505000
Bellevue,2500,2.5,5,1,98006,470500
Seattle,1050,1,3,1.5,98125,360000
Bellevue,2680,2.75,4,1,98006,1240000
Seattle,2380,2.5,3,1,98136,986000
Seattle,1060,1,2,1,98112,515000
Seattle,2300,1.75,3,1,98168,320000
Seattle,2010,3,4,1,98178,310000
Seattle,1090,1,2,1,98126,356700
Seattle,2320,1.75,4,1,98199,775000
Seattle,1040,1,3,1,98133,325000
Seattle,1810,2.75,4,1.5,98198,208000
Seattle,1150,1,2,1,98178,825000
Federal Way,2360,2.5,3,1,98003,515000
Seattle,1970,1.5,3,1.5,98122,490000
Seattle,2690,3,4,1,98166,675000
Seattle,2080,2.5,4,1,98144,360000
Seattle,2080,2.5,4,1,98144,550000
Seattle,1370,1.5,3,1,98168,225000
Renton,3410,2.75,3,1.5,98058,500000
Renton,1850,2,4,1,98059,385000
Redmond,3010,2.75,5,2,98052,837700
Redmond,1530,2.25,3,2,98053,448000
Bellevue,2690,1.75,5,1,98004,730000
Seattle,2810,1.5,4,1,98136,575000
Kirkland,1810,1.75,3,1,98034,430000
Redmond,1560,2.5,3,2,98053,435000
Auburn,1010,1,3,1,98092,241000
Seattle,1000,1.75,2,1,98109,453500
Seattle,990,1.5,2,3,98133,285000
Renton,720,1,2,1,98056,151000
Renton,6070,4.5,5,2,98059,1570000
Seattle,2270,2,5,2,98122,631000
Seattle,1380,2.5,2,2,98126,285000
Federal Way,1260,1,3,1,98023,195000
Sammamish,2910,2.5,4,2,98075,817500
Bellevue,1810,2,3,1,98007,550000
Kirkland,3160,2.5,4,2,98033,1130000
Seattle,1910,2.75,2,3,98119,609850
Seattle,1230,1,3,1,98106,200000
Maple Valley,2960,2.5,4,2,98038,367000
Auburn,2200,2.25,3,2,98092,285167
Federal Way,1270,1.5,2,1,98003,275000
Kent,2540,2.5,4,2,98030,350900
Issaquah,3030,3.25,4,2,98029,660000
Bellevue,1520,1.75,3,1,98008,525000
Seattle,1560,2.5,4,2,98168,262000
Seattle,970,1,2,1,98103,690000
Duvall,3570,3.75,5,2,98019,624000
Seattle,1350,1,3,1,98125,353000
Renton,3710,3.5,4,2,98056,552500
Auburn,1430,1,4,1.5,98092,224500
Seattle,940,1,3,1,98146,239000
Issaquah,4300,4.5,5,2,98029,975000
Renton,3990,1.75,4,2,98059,1200000
Seattle,1380,1,3,1.5,98112,505000
Renton,2020,1.75,4,1,98059,302000
Seattle,1480,1,3,1,98106,170000
Issaquah,1190,1,2,1,98027,195000
Renton,2550,1.5,5,1,98056,272000
Renton,2550,1.5,5,1,98056,369000
Seattle,1500,1.5,3,1,98125,332500
Bellevue,3000,2.5,3,1,98008,515000
Seattle,1690,1,3,1,98178,269000
Renton,4390,4,4,1,98059,1280000
Renton,1560,2.5,3,2,98055,303000
Seattle,2940,3,7,1,98155,420000
Seattle,1130,1,3,1,98117,400000
Enumclaw,1020,1,3,1,98022,225000
Maple Valley,1310,2,2,2,98038,219000
Bothell,2570,2.5,3,2,98011,605000
Seattle,2020,2,4,1,98115,625000
Seattle,1680,2,5,1,98144,380000
Bellevue,1770,2,4,1.5,98007,620000
Sammamish,3190,2.75,4,2,98075,687500
Renton,1440,2,4,1,98058,225500
Seattle,1150,2,3,1,98178,252500
Issaquah,1860,2.5,3,2,98029,510000
Seattle,2430,2.5,4,2,98155,510000
Seattle,1940,2.5,3,1.5,98109,725000
Enumclaw,670,0,1,1,98022,75000
Seattle,880,1,2,1,98103,492000
Woodinville,1930,2.5,4,1,98072,425000
Kirkland,3120,2.75,4,1,98034,1960000
Auburn,1830,2.5,3,2,98092,298900
Issaquah,3230,2.5,4,2,98027,699000
Seattle,700,1,2,1,98103,310000
Kirkland,1010,1.75,3,1,98033,350000
Seattle,2460,1.75,4,1,98178,790000
Kent,2230,2.5,4,2,98031,305000
Seattle,1570,2.5,3,2,98118,315000
Kent,2390,3.5,5,2,98042,267500
Seattle,3460,3.25,4,2,98115,1750000
Kirkland,2400,3.5,6,2,98034,435000
Kirkland,2940,4.5,6,1.5,98034,482500
Kirkland,8010,5.25,5,2,98033,5110000
Seattle,1570,1.75,3,1,98133,439995
Kirkland,1520,3,3,1,98034,460000
Federal Way,1070,1,3,1,98023,194000
Vashon,440,0.75,2,1,98070,290000
Kent,2440,2,4,1,98031,274700
Seattle,2660,2.5,4,2,98105,900000
Redmond,4460,4,4,2,98053,1150000
Issaquah,2010,2.5,3,2,98027,605000
Snoqualmie,1450,2.5,3,2,98065,359000
Bellevue,1400,1.75,3,1,98004,850000
Seattle,1500,2,3,2,98107,505000
Woodinville,2500,2.5,3,2,98072,565000
Seattle,1280,1.75,2,1,98118,585000
Seattle,3380,3.25,4,2,98198,328000
Seattle,2910,2.75,4,1,98177,749950
Issaquah,3060,2.5,4,2,98027,826000
Fall City,1330,1,3,1,98024,535000
Issaquah,3300,2.5,4,2,98029,925000
Seattle,3250,3.5,3,2,98136,875000
Bellevue,2530,2.25,4,1,98006,902000
Seattle,1830,1,3,1,98133,423000
Renton,1170,1,3,1,98059,235000
Vashon,2930,2,2,1,98070,545000
Seattle,1230,1,2,1,98133,343000
Renton,1620,2.5,3,2,98058,334950
Seattle,1760,1.75,3,1,98118,405000
Seattle,1440,1,4,1,98188,220000
Seattle,1740,1,2,1,98168,173000
Seattle,1270,1,3,1.5,98119,655000
Seattle,880,1,2,1,98115,406000
Seattle,2560,2.5,6,1,98125,632000
Seattle,1540,2.75,5,1,98106,357000
Carnation,1150,1.75,3,1,98014,361000
Seattle,770,1,2,1,98155,277000
Issaquah,4610,3.75,4,1,98027,630000
Kent,1850,2.5,3,2,98042,254000
Bellevue,1840,2.25,3,1,98006,472800
Seattle,1490,1.75,3,1,98118,263000
Seattle,1490,1.75,3,1,98118,510000
Federal Way,960,1,3,1,98003,179950
Issaquah,1580,2.25,4,1,98027,525000
Seattle,1260,2.5,3,3,98109,479000
Seattle,1940,2,3,1,98116,651000
Kirkland,2490,1.75,4,1,98033,949000
Seattle,2520,2.5,5,1.5,98155,392400
Seattle,1760,1.75,4,1,98115,585000
Renton,4190,2.5,4,2,98058,460000
Seattle,1170,1,3,1,98199,470000
Maple Valley,1600,2.5,3,2,98038,245000
Seattle,2760,2,4,2,98155,500000
Bothell,2090,2.5,3,2,98011,455000
Snoqualmie,2320,2.5,4,2,98065,485500
Seattle,4110,3.25,5,2,98122,1880000
Auburn,770,1,2,1,98001,100000
Carnation,1410,1.75,3,1,98014,307000
Federal Way,3660,3.5,4,2,98023,475000
Bothell,2180,2.5,4,1,98011,330000
Kirkland,1110,1,3,1,98033,130000
Auburn,2280,2.5,3,2,98001,320000
Seattle,2820,2.5,4,2,98118,735000
Seattle,1570,2.5,4,1,98155,365000
Kent,1200,1.5,3,1,98042,234000
Kent,1710,2,4,1.5,98031,211000
Seattle,3000,3.5,6,2,98118,680000
Maple Valley,2800,3,4,2,98038,457000
Kirkland,1640,2.25,3,2,98034,349000
Seattle,2030,2.75,3,1,98108,360000
Kent,2530,2.5,4,2,98042,350000
Auburn,990,1,3,1,98002,208000
Seattle,790,1,2,1,98166,250275
Seattle,790,1,2,1,98166,435000
Kent,1800,1.75,3,1,98030,270000
Kenmore,1650,1.75,3,1,98028,438000
Woodinville,1980,2,4,2,98072,659000
Seattle,2340,2.75,4,1,98126,645000
Sammamish,2790,2.5,4,2,98074,685100
Renton,2800,3,7,1,98056,350000
Woodinville,1840,1,2,1,98072,375000
Auburn,1350,1.5,3,1,98092,170000
Seattle,3030,2.5,4,3,98117,880000
Carnation,1980,2.5,4,2,98014,410500
Sammamish,3690,2.5,4,2,98075,780000
Seattle,3732,4.5,5,2.5,98112,1230000
Redmond,1510,1.75,2,1,98053,449000
Seattle,2000,1.75,3,1,98117,546000
Renton,1760,2,3,1,98058,317000
Renton,1270,1,3,1,98056,276900
Seattle,2620,2,5,1,98133,399000
Issaquah,2630,2.75,5,1,98027,495000
Federal Way,2270,1.75,3,1,98023,258000
Fall City,2410,2.5,2,1,98024,600000
Seattle,1120,2.75,3,3,98103,265000
Kent,3030,2.75,5,1,98032,321000
Seattle,2120,2.25,5,1.5,98109,682000
Auburn,1720,2.5,4,2,98092,295700
Redmond,2150,2.5,4,2,98052,609000
Seattle,4380,4.5,3,2,98166,995000
Issaquah,2010,2.25,3,2,98029,530000
Seattle,3150,2.5,5,2,98118,614000
Auburn,2500,2.5,3,1,98092,390000
Redmond,1690,2.5,3,2,98053,467000
Renton,3300,2.5,6,1,98059,484000
Seattle,1240,2.5,3,3,98103,340000
Kent,2200,2.5,3,2,98030,302495
